OUT_OF_74,INDEX1,MATCH,TEAM,BatsMan,How_out,Fielder,Bowler,Runs,Balls,Fours,Sixers,OUT_NTOUT
67,1006,LSG_MI_67,LSG,K L Rahul,Ct,Nuwan T,Piyush C,55,41,3,3,1
67,1007,LSG_MI_67,LSG,Devdutt Padikkal,Lbw,,Nuwan T,0,1,0,0,1
67,1008,LSG_MI_67,LSG,Marcus Stoinis,Lbw,,Piyush C,28,22,5,0,1
67,1009,LSG_MI_67,LSG,Deepak Hooda,Ct,Nehal W,Piyush C,11,9,1,0,1
67,1010,LSG_MI_67,LSG,Nicholas Pooran,Ct,Suryakumar Y,Nuwan T,75,29,5,8,1
67,1011,LSG_MI_67,LSG,Arshad Khan,Ct,Nehal W,Nuwan T,0,1,0,0,1
67,1012,LSG_MI_67,LSG,Ayush Badoni,,,,22,10,1,2,0
67,1013,LSG_MI_67,LSG,Krunal Pandya,,,,12,7,1,1,0
67,1014,LSG_MI_67,MI,Rohit Sharma,Ct,Mohsin K,Ravi B,68,38,10,3,1
67,1015,LSG_MI_67,MI,Dewald Brevis,Ct,Krunal P,Naveen U,23,20,1,2,1
67,1016,LSG_MI_67,MI,Suryakumar Yadav,Ct,Ravi B,Krunal P,0,3,0,0,1
67,1017,LSG_MI_67,MI,Ishan Kishan,B,,Naveen U,14,15,1,0,1
67,1018,LSG_MI_67,MI,Hardik Pandya,Ct,Naveen U,Mohsin K,16,13,1,1,1
67,1019,LSG_MI_67,MI,Nehal Wadhera,Ct,Krunal P,Ravi B,1,3,0,0,1
67,1020,LSG_MI_67,MI,Naman Dhir,,,,62,28,4,5,0
67,1021,LSG_MI_67,MI,Romario Shepherd,,,,1,1,0,0,0
68,1022,CSK_RCB_68,RCB,Virat Kohli,Ct,Daryl M,Mitchell S,47,29,3,4,1
68,1023,CSK_RCB_68,RCB,Faf Du Plessis,Ro,,Mitchell S,54,39,3,3,1
68,1024,CSK_RCB_68,RCB,Rajat Patidar,Ct,Daryl M,Shardul T,41,23,2,4,1
68,1025,CSK_RCB_68,RCB,Cameron Green,,,,38,17,3,3,0
68,1026,CSK_RCB_68,RCB,Dinesh Karthik,Ctw,M S D,Tushar D,14,6,1,1,1
68,1027,CSK_RCB_68,RCB,Glenn Maxwell,Ctw,M S D,Shardul T,16,5,2,1,1
68,1028,CSK_RCB_68,RCB,Mahipal Lomror,,,,0,1,0,0,0
68,1029,CSK_RCB_68,CSK,Ruturaj Gaikwad,Ct,Yash D,Glenn M,0,1,0,0,1
68,1030,CSK_RCB_68,CSK,Rachin Ravindra,Ro,Dinesh K,Swapnil S,61,37,5,3,1
68,1031,CSK_RCB_68,CSK,Daryl Mitchell,Ct,Virat K,Yash D,4,6,0,0,1
68,1032,CSK_RCB_68,CSK,Ajinkya Rahane,Ct,Faf D,Lockie F,33,22,3,1,1
68,1033,CSK_RCB_68,CSK,Shivam Dube,Ct,Lockie F,Cameron G,7,15,0,0,1
68,1034,CSK_RCB_68,CSK,Ravindra Jadeja,,,,42,22,3,3,0
68,1035,CSK_RCB_68,CSK,Mitchell Santner,Ct,Faf D,Mohammed S,3,4,0,0,1
68,1036,CSK_RCB_68,CSK,M S Dhoni,Ct,Swapnil S,Yash D,25,13,3,1,1
68,1037,CSK_RCB_68,CSK,Shardul Thakur,,,,1,2,0,0,0
69,1038,PBKS_SRH_69,PBKS,Atharva Taide,Ct,Sanvir S,T N,46,27,5,2,1
69,1039,PBKS_SRH_69,PBKS,Prabhsimran Singh,Ctw,Heinrich K,Vijayakanth V,71,45,7,4,1
69,1040,PBKS_SRH_69,PBKS,Rilee Rossouw,Ct,Abdul S,Pat C,49,24,3,4,1
69,1041,PBKS_SRH_69,PBKS,Shashank Singh,Ro,Heinrich K,Nitish R,2,4,0,0,1
69,1042,PBKS_SRH_69,PBKS,Jitesh Sharma,,,,32,15,2,2,0
69,1043,PBKS_SRH_69,PBKS,Ashutosh Sharma,Ct,Sanvir S,T N,2,3,0,0,1
69,1044,PBKS_SRH_69,PBKS,Shivam Singh,,,,2,3,0,0,0
69,1045,PBKS_SRH_69,SRH,Travis Head,B,,Arshdeep S,0,1,0,0,1
69,1046,PBKS_SRH_69,SRH,Abhishek Sharma,Ct,Shivam S,Shashank S,66,28,5,6,1
69,1047,PBKS_SRH_69,SRH,Rahul Tripathi,Ct,Arshdeep S,Harshal P,33,18,4,2,1
69,1048,PBKS_SRH_69,SRH,Nitish Reddy,Ct,Shivam S,Harshal P,37,25,1,3,1
69,1049,PBKS_SRH_69,SRH,Heinrich Klaasen,B,,Harpreet B,42,26,3,2,1
69,1050,PBKS_SRH_69,SRH,Shahbaz Ahmed,Ct,Shashank S,Arshdeep S,3,6,0,0,1
69,1051,PBKS_SRH_69,SRH,Abdul Samad,,,,11,8,0,1,0
69,1052,PBKS_SRH_69,SRH,Sanvir Singh,,,,6,4,1,0,0
71,1053,KKR_SRH_71,SRH,Travis Head,B,,Mitchell S,0,2,0,0,1
71,1054,KKR_SRH_71,SRH,Abhishek Sharma,Ct,Andre R,Vaibhav A,3,4,0,0,1
71,1055,KKR_SRH_71,SRH,Rahul Tripathi,Ro,Rahmanullah G,Andre R,55,35,7,1,1
71,1056,KKR_SRH_71,SRH,Nitish Reddy,Ctw,Rahmanullah G,Mitchell S,9,10,1,0,1
71,1057,KKR_SRH_71,SRH,Shahbaz Ahmed,B,,Mitchell S,0,1,0,0,1
71,1058,KKR_SRH_71,SRH,Heinrich Klaasen,Ct,Rinku S,Varun C,32,21,3,1,1
71,1059,KKR_SRH_71,SRH,Abdul Samad,Ct,Shreyas I,Harshit R,16,12,0,2,1
71,1060,KKR_SRH_71,SRH,Sanvir Singh,B,,Sunil N,0,1,0,0,1
71,1061,KKR_SRH_71,SRH,Pat Cummins,Ctw,Rahmanullah G,Andre R,30,24,2,2,1
71,1062,KKR_SRH_71,SRH,Bhuvneshwar Kumar,Lbw,,Varun C,0,4,0,0,1
71,1063,KKR_SRH_71,SRH,Vijayakanth Viyaskanth,,,,7,5,0,0,0
71,1064,KKR_SRH_71,KKR,Rahmanullah Gurbaz,Ct,Vijayakanth V,T N,23,14,2,2,1
71,1065,KKR_SRH_71,KKR,Sunil Narine,Ct,Vijayakanth V,Pat C,21,16,4,0,1
71,1066,KKR_SRH_71,KKR,Venkatesh Iyer,,,,51,28,5,4,0
71,1067,KKR_SRH_71,KKR,Shreyas Iyer,,,,58,24,5,4,0
72,1068,RCB_RR_72,RCB,Virat Kohli,Ct,Substitute,Yuzvendra C,33,24,3,1,1
72,1069,RCB_RR_72,RCB,Faf Du Plessis,Ct,Rovman P,Trent B,17,14,2,1,1
72,1070,RCB_RR_72,RCB,Cameron Green,Ct,Rovman P,Ravichandran A,27,21,2,1,1
72,1071,RCB_RR_72,RCB,Rajat Patidar,Ct,Riyan P,Avesh K,34,22,2,2,1
72,1072,RCB_RR_72,RCB,Glenn Maxwell,Ct,Dhruv J,Ravichandran A,0,1,0,0,1
72,1073,RCB_RR_72,RCB,Mahipal Lomror,Ct,Rovman P,Avesh K,32,17,2,2,1
72,1074,RCB_RR_72,RCB,Dinesh Karthik,Ct,Yashasvi J,Avesh K,11,13,1,0,1
72,1075,RCB_RR_72,RCB,Swapnil Singh,,,,9,4,0,1,0
72,1076,RCB_RR_72,RCB,Karn Sharma,Ct,Rovman P,Sandeep S,5,4,1,0,1
72,1077,RCB_RR_72,RR,Yashasvi Jaiswal,Ct,Dinesh K,Cameron G,45,30,8,0,1
72,1078,RCB_RR_72,RR,Tom Kohler-Cadmore,B,,Lockie F,20,15,4,0,1
72,1079,RCB_RR_72,RR,Sanju Samson,St,Dinesh K,Karn S,17,13,0,1,1
72,1080,RCB_RR_72,RR,Riyan Parag,B,,Mohammed S,36,26,2,2,1
72,1081,RCB_RR_72,RR,Dhruv Jurel,Ro,Cameron G,Virat K,8,8,1,0,1
72,1082,RCB_RR_72,RR,Shimron Hetmyer,Ct,Faf D,Mohammed S,26,14,3,1,1
72,1083,RCB_RR_72,RR,Rovman Powell,,,,16,8,2,1,0
73,1084,RR_SRH_73,SRH,Travis Head,Ct,Ravichandran A,Sandeep S,34,28,3,1,1
73,1085,RR_SRH_73,SRH,Abhishek Sharma,Ct,Tom K,Trent B,12,5,1,1,1
73,1086,RR_SRH_73,SRH,Rahul Tripathi,Ct,Yuzvendra C,Trent B,37,15,5,2,1
73,1087,RR_SRH_73,SRH,Aiden Markram,Ct,Yuzvendra C,Trent B,1,2,0,0,1
73,1088,RR_SRH_73,SRH,Heinrich Klaasen,B,,Sandeep S,50,34,0,4,1
73,1089,RR_SRH_73,SRH,Nitish Reddy,Ct,Yuzvendra C,Avesh K,5,10,0,0,1
73,1090,RR_SRH_73,SRH,Abdul Samad,B,,Avesh K,0,1,0,0,1
73,1091,RR_SRH_73,SRH,Shahbaz Ahmed,Ct,Dhruv J,Avesh K,18,18,0,1,1
73,1092,RR_SRH_73,SRH,Pat Cummins,,,,5,5,1,0,0
73,1093,RR_SRH_73,SRH,Jaydev Unadkat,Ro,Avesh K,Sanju S,5,2,1,0,1
73,1094,RR_SRH_73,RR,Yashasvi Jaiswal,Ct,Abdul S,Shahbaz A,42,21,4,3,1
73,1095,RR_SRH_73,RR,Tom Kohler-Cadmore,Ct,Rahul T,Pat C,10,16,1,0,1
73,1096,RR_SRH_73,RR,Sanju Samson,Ct,Aiden M,Abhishek S,10,11,1,0,1
73,1097,RR_SRH_73,RR,Riyan Parag,Ct,Abhishek S,Shahbaz A,6,10,0,0,1
73,1098,RR_SRH_73,RR,Dhruv Jurel,,,,56,35,7,2,0
73,1099,RR_SRH_73,RR,Ravichandran Ashwin,Ctw,Heinrich K,Shahbaz A,0,3,0,0,1
73,1100,RR_SRH_73,RR,Shimron Hetmyer,B,,Abhishek S,4,10,0,0,1
73,1101,RR_SRH_73,RR,Rovman Powell,Ct,Abhishek S,T N,6,12,0,0,1
73,1102,RR_SRH_73,RR,Trent Boult,,,,0,3,0,0,0
74,1103,KKR_SRH_74,SRH,"	Abhishek Sharma",b,,Mitchell S,2,5,0,0,1
74,1104,KKR_SRH_74,SRH,Travis Head,ctw,Rahmanullah G,Vaibhav A,0,1,0,0,1
74,1105,KKR_SRH_74,SRH,Rahul Tripathi,ct,Ramandeep S,Mitchell S,9,13,1,0,1
74,1106,KKR_SRH_74,SRH,Aiden Markram,ct,Mitchell S,Andre R,20,23,3,0,1
74,1107,KKR_SRH_74,SRH,Nitish Reddy,ctw,Rahmanullah G,Harshit R,13,10,1,1,1
74,1108,KKR_SRH_74,SRH,Heinrich Klaasen,b,,Harshit R,16,17,1,0,1
74,1109,KKR_SRH_74,SRH,Shahbaz Ahmed,ct,Sunil N,Varun C,8,7,0,1,1
74,1110,KKR_SRH_74,SRH,Abdul Samad,ctw,Rahmanullah G,Andre R,4,4,0,0,1
74,1111,KKR_SRH_74,SRH,Pat Cummins,ct,Mitchell S,Andre R,24,19,2,1,1
74,1112,KKR_SRH_74,SRH,Jaydev Unadkat,lbw,,Sunil N,4,11,0,0,1
74,1113,KKR_SRH_74,SRH,Bhuvneshwar Kumar,,,,0,1,0,0,0
74,1114,KKR_SRH_74,KKR,"	Rahmanullah Gurbaz",lbw,,Shahbaz A,39,32,5,2,1
74,1115,KKR_SRH_74,KKR,Sunil Narine,ct,Shahbaz A,Pat C,6,2,0,1,1
74,1116,KKR_SRH_74,KKR,Venkatesh Iyer,,,,52,26,4,3,0
74,1117,KKR_SRH_74,KKR,Shreyas Iyer,,,,6,3,1,0,0
